Categorie,Sous_categorie,Produit_process,Unite,Type_prestation,Prestation,Emissions_CO2
Prestations non matérielles,Recherche de fuite,Recherche de fuite destructive > 2h,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Recherche de fuite,Recherche de fuite destructive > 2h,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Décontamination / Nettoyage,Décontamination / Nettoyage,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Décontamination / Nettoyage,Décontamination / Nettoyage,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Décontamination / Nettoyage,Décontamination / Nettoyage,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Décontamination / Nettoyage,Décontamination / Nettoyage,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Décontamination / Nettoyage,Décontamination / Nettoyage,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 30 m²,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 30 m²,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 30 m²,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 30 m²,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 30 m²,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 60 m²,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 60 m²,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 60 m²,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 60 m²,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 60 m²,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 90 m²,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 90 m²,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 90 m²,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 90 m²,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 90 m²,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 120 m²,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 120 m²,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 120 m²,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 120 m²,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Assèchement,Assèchement surface < 120 m²,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Bâchage,Bâchage provisoire inf. ou égal 30m2,forfait,simple,Dépose matériaux sinistrés,8.15
Prestations non matérielles,Bâchage,Bâchage provisoire inf. ou égal 30m2,forfait,simple,Fourniture matériaux neufs,211.55
Prestations non matérielles,Bâchage,Bâchage provisoire inf. ou égal 30m2,forfait,simple,Pose matériaux neufs,19.61
Prestations non matérielles,Bâchage,Bâchage provisoire inf. ou égal 30m2,forfait,simple,Pose + fourniture,227.72
Prestations non matérielles,Bâchage,Bâchage provisoire inf. ou égal 30m2,forfait,simple,Dépose + fourniture + pose,232.43
Prestations non matérielles,Bâchage,Bâchage provisoire sup. ou égal 31m2,forfait,simple,Dépose matériaux sinistrés,12.86
Prestations non matérielles,Bâchage,Bâchage provisoire sup. ou égal 31m2,forfait,simple,Fourniture matériaux neufs,419.66
Prestations non matérielles,Bâchage,Bâchage provisoire sup. ou égal 31m2,forfait,simple,Pose matériaux neufs,35.78
Prestations non matérielles,Bâchage,Bâchage provisoire sup. ou égal 31m2,forfait,simple,Pose + fourniture,452.0
Prestations non matérielles,Bâchage,Bâchage provisoire sup. ou égal 31m2,forfait,simple,Dépose + fourniture + pose,461.42
Prestations non matérielles,"Réparation (menuiseries, réseaux, etc)","Réparation (menuiseries, réseaux, etc)",forfait,simple,Dépose matériaux sinistrés,6.06
Prestations non matérielles,"Réparation (menuiseries, réseaux, etc)","Réparation (menuiseries, réseaux, etc)",forfait,simple,Fourniture matériaux neufs,51.46
Prestations non matérielles,"Réparation (menuiseries, réseaux, etc)","Réparation (menuiseries, réseaux, etc)",forfait,simple,Pose matériaux neufs,11.99
Prestations non matérielles,"Réparation (menuiseries, réseaux, etc)","Réparation (menuiseries, réseaux, etc)",forfait,simple,Pose + fourniture,60.01
Prestations non matérielles,"Réparation (menuiseries, réseaux, etc)","Réparation (menuiseries, réseaux, etc)",forfait,simple,Dépose + fourniture + pose,62.63
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - Contreplaqué 20mm,m²,simple,Dépose matériaux sinistrés,22.12
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - Contreplaqué 20mm,m²,simple,Fourniture matériaux neufs,24.1
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - Contreplaqué 20mm,m²,simple,Pose matériaux neufs,4.7
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - Contreplaqué 20mm,m²,simple,Pose + fourniture,25.36
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - Contreplaqué 20mm,m²,simple,Dépose + fourniture + pose,44.04
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - OSB 20mm,m²,simple,Dépose matériaux sinistrés,4.12
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - OSB 20mm,m²,simple,Fourniture matériaux neufs,5.94
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - OSB 20mm,m²,simple,Pose matériaux neufs,4.57
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - OSB 20mm,m²,simple,Pose + fourniture,7.07
Prestations non matérielles,Fermeture provisoire / Mise en sécurité,Panneau provisoire - OSB 20mm,m²,simple,Dépose + fourniture + pose,7.75
Prestations non matérielles,Ouverture de portre,Ouverture de portre,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Ouverture de portre,Ouverture de portre,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Ouverture de portre,Ouverture de portre,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Ouverture de portre,Ouverture de portre,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Ouverture de portre,Ouverture de portre,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Arbres / végétaux,Arbres / végétaux,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Arbres / végétaux,Arbres / végétaux,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Arbres / végétaux,Arbres / végétaux,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Arbres / végétaux,Arbres / végétaux,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Arbres / végétaux,Arbres / végétaux,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage extérieur,m²,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage extérieur,m²,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage extérieur,m²,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage extérieur,m²,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage extérieur,m²,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage intérieur,m²,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage intérieur,m²,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage intérieur,m²,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage intérieur,m²,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Equipements chantier,Dépose et pose d'un échafaudage intérieur,m²,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Equipements chantier,Butonnage,forfait,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Equipements chantier,Butonnage,forfait,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Butonnage,forfait,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Butonnage,forfait,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Equipements chantier,Butonnage,forfait,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Equipements chantier,Location de nacelle,j,non matérielle,Dépose matériaux sinistrés,3.44
Prestations non matérielles,Equipements chantier,Location de nacelle,j,non matérielle,Fourniture matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Location de nacelle,j,non matérielle,Pose matériaux neufs,3.44
Prestations non matérielles,Equipements chantier,Location de nacelle,j,non matérielle,Pose + fourniture,3.44
Prestations non matérielles,Equipements chantier,Location de nacelle,j,non matérielle,Dépose + fourniture + pose,3.44
Prestations non matérielles,Equipements chantier,Compteur de chantier,ft,simple,Dépose matériaux sinistrés,3.55
Prestations non matérielles,Equipements chantier,Compteur de chantier,ft,simple,Fourniture matériaux neufs,71.95
Prestations non matérielles,Equipements chantier,Compteur de chantier,ft,simple,Pose matériaux neufs,3.52
Prestations non matérielles,Equipements chantier,Compteur de chantier,ft,simple,Pose + fourniture,72.02
Prestations non matérielles,Equipements chantier,Compteur de chantier,ft,simple,Dépose + fourniture + pose,72.13
Charpente - Ossature,Charpente traditionnelle bois,Forfait minimum couvreur,forfait,simple,Dépose matériaux sinistrés,5.97
Charpente - Ossature,Charpente traditionnelle bois,Forfait minimum couvreur,forfait,simple,Fourniture matériaux neufs,8.16
Charpente - Ossature,Charpente traditionnelle bois,Forfait minimum couvreur,forfait,simple,Pose matériaux neufs,4.74
Charpente - Ossature,Charpente traditionnelle bois,Forfait minimum couvreur,forfait,simple,Pose + fourniture,9.46
Charpente - Ossature,Charpente traditionnelle bois,Forfait minimum couvreur,forfait,simple,Dépose + fourniture + pose,11.99
Charpente - Ossature,Charpente traditionnelle bois,Elements en bois d'ossatures primaire,m3,simple,Dépose matériaux sinistrés,131.5
Charpente - Ossature,Charpente traditionnelle bois,Elements en bois d'ossatures primaire,m3,simple,Fourniture matériaux neufs,245.5
Charpente - Ossature,Charpente traditionnelle bois,Elements en bois d'ossatures primaire,m3,simple,Pose matériaux neufs,67.4
Charpente - Ossature,Charpente traditionnelle bois,Elements en bois d'ossatures primaire,m3,simple,Pose + fourniture,312.9
Charpente - Ossature,Charpente traditionnelle bois,Elements en bois d'ossatures primaire,m3,simple,Dépose + fourniture + pose,444.4
Charpente - Ossature,Charpente traditionnelle bois,Liteaux,m²,simple,Dépose matériaux sinistrés,0.21
Charpente - Ossature,Charpente traditionnelle bois,Liteaux,m²,simple,Fourniture matériaux neufs,0.39
Charpente - Ossature,Charpente traditionnelle bois,Liteaux,m²,simple,Pose matériaux neufs,0.11
Charpente - Ossature,Charpente traditionnelle bois,Liteaux,m²,simple,Pose + fourniture,0.5
Charpente - Ossature,Charpente traditionnelle bois,Liteaux,m²,simple,Dépose + fourniture + pose,0.71
Charpente - Ossature,Charpente traditionnelle bois,Volige,m²,simple,Dépose matériaux sinistrés,1.45
Charpente - Ossature,Charpente traditionnelle bois,Volige,m²,simple,Fourniture matériaux neufs,6.38
Charpente - Ossature,Charpente traditionnelle bois,Volige,m²,simple,Pose matériaux neufs,3.97
Charpente - Ossature,Charpente traditionnelle bois,Volige,m²,simple,Pose + fourniture,10.35
Charpente - Ossature,Charpente traditionnelle bois,Volige,m²,simple,Dépose + fourniture + pose,11.8
Charpente - Ossature,Charpente traditionnelle bois,Chevron,ml,simple,Dépose matériaux sinistrés,0.33
Charpente - Ossature,Charpente traditionnelle bois,Chevron,ml,simple,Fourniture matériaux neufs,0.61
Charpente - Ossature,Charpente traditionnelle bois,Chevron,ml,simple,Pose matériaux neufs,0.17
Charpente - Ossature,Charpente traditionnelle bois,Chevron,ml,simple,Pose + fourniture,0.78
Charpente - Ossature,Charpente traditionnelle bois,Chevron,ml,simple,Dépose + fourniture + pose,1.11
Charpente - Ossature,Charpente traditionnelle bois,Planche de rive/bandeau,ml,simple,Dépose matériaux sinistrés,0.53
Charpente - Ossature,Charpente traditionnelle bois,Planche de rive/bandeau,ml,simple,Fourniture matériaux neufs,0.98
Charpente - Ossature,Charpente traditionnelle bois,Planche de rive/bandeau,ml,simple,Pose matériaux neufs,0.27
Charpente - Ossature,Charpente traditionnelle bois,Planche de rive/bandeau,ml,simple,Pose + fourniture,1.25
Charpente - Ossature,Charpente traditionnelle bois,Planche de rive/bandeau,ml,simple,Dépose + fourniture + pose,1.78
Charpente - Ossature,Charpente traditionnelle bois,Charpente industrielle,m3,simple,Dépose matériaux sinistrés,70.47
Charpente - Ossature,Charpente traditionnelle bois,Charpente industrielle,m3,simple,Fourniture matériaux neufs,191.3
Charpente - Ossature,Charpente traditionnelle bois,Charpente industrielle,m3,simple,Pose matériaux neufs,19.98
Charpente - Ossature,Charpente traditionnelle bois,Charpente industrielle,m3,simple,Pose + fourniture,211.29
Charpente - Ossature,Charpente traditionnelle bois,Charpente industrielle,m3,simple,Dépose + fourniture + pose,281.76
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (sapin),m3,simple,Dépose matériaux sinistrés,146.57
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (sapin),m3,simple,Fourniture matériaux neufs,237.74
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (sapin),m3,simple,Pose matériaux neufs,65.77
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (sapin),m3,simple,Pose + fourniture,303.51
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (sapin),m3,simple,Dépose + fourniture + pose,450.08
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (chêne),m3,simple,Dépose matériaux sinistrés,85.25
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (chêne),m3,simple,Fourniture matériaux neufs,153.85
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (chêne),m3,simple,Pose matériaux neufs,28.44
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (chêne),m3,simple,Pose + fourniture,182.29
Charpente - Ossature,Charpente traditionnelle bois,Charpente traditionnelle (chêne),m3,simple,Dépose + fourniture + pose,267.54
Charpente - Ossature,Charpente traditionnelle bois,Avant toit lambris,m²,simple,Dépose matériaux sinistrés,0.53
Charpente - Ossature,Charpente traditionnelle bois,Avant toit lambris,m²,simple,Fourniture matériaux neufs,0.98
Charpente - Ossature,Charpente traditionnelle bois,Avant toit lambris,m²,simple,Pose matériaux neufs,0.27
Charpente - Ossature,Charpente traditionnelle bois,Avant toit lambris,m²,simple,Pose + fourniture,1.25
Charpente - Ossature,Charpente traditionnelle bois,Avant toit lambris,m²,simple,Dépose + fourniture + pose,1.78
Charpente - Ossature,Charpentes,Charpente métallique,kg,simple,Dépose matériaux sinistrés,0.06
Charpente - Ossature,Charpentes,Charpente métallique,kg,simple,Fourniture matériaux neufs,1.57
Charpente - Ossature,Charpentes,Charpente métallique,kg,simple,Pose matériaux neufs,0.1
Charpente - Ossature,Charpentes,Charpente métallique,kg,simple,Pose + fourniture,1.67
Charpente - Ossature,Charpentes,Charpente métallique,kg,simple,Dépose + fourniture + pose,1.73
Charpente - Ossature,Charpentes,Fermettes industrielles,m³,simple,Dépose matériaux sinistrés,70.47
Charpente - Ossature,Charpentes,Fermettes industrielles,m³,simple,Fourniture matériaux neufs,191.3
Charpente - Ossature,Charpentes,Fermettes industrielles,m³,simple,Pose matériaux neufs,19.98
Charpente - Ossature,Charpentes,Fermettes industrielles,m³,simple,Pose + fourniture,211.29
Charpente - Ossature,Charpentes,Fermettes industrielles,m³,simple,Dépose + fourniture + pose,281.76
Charpente - Ossature,Bois d'ossature,Poutres en bois,m³,simple,Dépose matériaux sinistrés,85.25
Charpente - Ossature,Bois d'ossature,Poutres en bois,m³,simple,Fourniture matériaux neufs,153.85
Charpente - Ossature,Bois d'ossature,Poutres en bois,m³,simple,Pose matériaux neufs,28.44
Charpente - Ossature,Bois d'ossature,Poutres en bois,m³,simple,Pose + fourniture,182.29
Charpente - Ossature,Bois d'ossature,Poutres en bois,m³,simple,Dépose + fourniture + pose,267.54
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 9 mm,m²,simple,Dépose matériaux sinistrés,0.68
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 9 mm,m²,simple,Fourniture matériaux neufs,2.5
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 9 mm,m²,simple,Pose matériaux neufs,1.13
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 9 mm,m²,simple,Pose + fourniture,3.63
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 9 mm,m²,simple,Dépose + fourniture + pose,4.31
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 12 mm,m²,simple,Dépose matériaux sinistrés,0.9
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 12 mm,m²,simple,Fourniture matériaux neufs,3.33
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 12 mm,m²,simple,Pose matériaux neufs,1.51
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 12 mm,m²,simple,Pose + fourniture,4.84
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 12 mm,m²,simple,Dépose + fourniture + pose,5.75
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 18 mm,m²,simple,Dépose matériaux sinistrés,1.36
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 18 mm,m²,simple,Fourniture matériaux neufs,5.0
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 18 mm,m²,simple,Pose matériaux neufs,2.26
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 18 mm,m²,simple,Pose + fourniture,7.26
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 18 mm,m²,simple,Dépose + fourniture + pose,8.62
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 22mm,m²,simple,Dépose matériaux sinistrés,1.66
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 22mm,m²,simple,Fourniture matériaux neufs,6.11
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 22mm,m²,simple,Pose matériaux neufs,2.77
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 22mm,m²,simple,Pose + fourniture,8.88
Charpente - Ossature,Panneaux de contreventement,Panneau en OSB 22mm,m²,simple,Dépose + fourniture + pose,10.54
Charpente - Ossature,Panneaux de contreventement,Panneau composite gypse/cellulose,m²,simple,Dépose matériaux sinistrés,4.87
Charpente - Ossature,Panneaux de contreventement,Panneau composite gypse/cellulose,m²,simple,Fourniture matériaux neufs,14.54
Charpente - Ossature,Panneaux de contreventement,Panneau composite gypse/cellulose,m²,simple,Pose matériaux neufs,6.73
Charpente - Ossature,Panneaux de contreventement,Panneau composite gypse/cellulose,m²,simple,Pose + fourniture,21.27
Charpente - Ossature,Panneaux de contreventement,Panneau composite gypse/cellulose,m²,simple,Dépose + fourniture + pose,26.13
Charpente - Ossature,Panneaux de contreventement,Panneau Bois et ciment,m²,simple,Dépose matériaux sinistrés,0.8
Charpente - Ossature,Panneaux de contreventement,Panneau Bois et ciment,m²,simple,Fourniture matériaux neufs,20.76
Charpente - Ossature,Panneaux de contreventement,Panneau Bois et ciment,m²,simple,Pose matériaux neufs,6.47
Charpente - Ossature,Panneaux de contreventement,Panneau Bois et ciment,m²,simple,Pose + fourniture,27.23
Charpente - Ossature,Panneaux de contreventement,Panneau Bois et ciment,m²,simple,Dépose + fourniture + pose,28.03
Charpente - Ossature,Panneaux de contreventement,Panneau Fibre de verre et ciment,m²,simple,Dépose matériaux sinistrés,0.7
Charpente - Ossature,Panneaux de contreventement,Panneau Fibre de verre et ciment,m²,simple,Fourniture matériaux neufs,14.42
Charpente - Ossature,Panneaux de contreventement,Panneau Fibre de verre et ciment,m²,simple,Pose matériaux neufs,22.0
Charpente - Ossature,Panneaux de contreventement,Panneau Fibre de verre et ciment,m²,simple,Pose + fourniture,36.42
Charpente - Ossature,Panneaux de contreventement,Panneau Fibre de verre et ciment,m²,simple,Dépose + fourniture + pose,37.12
Métallerie - Serrurerie,Charpente,Balcon (métallique),m²,simple,Dépose matériaux sinistrés,0.04
Métallerie - Serrurerie,Charpente,Balcon (métallique),m²,simple,Fourniture matériaux neufs,2.75
Métallerie - Serrurerie,Charpente,Balcon (métallique),m²,simple,Pose matériaux neufs,0.28
Métallerie - Serrurerie,Charpente,Balcon (métallique),m²,simple,Pose + fourniture,3.03
Métallerie - Serrurerie,Charpente,Balcon (métallique),m²,simple,Dépose + fourniture + pose,3.08
Métallerie - Serrurerie,Garde-corps,Garde corps (métallique),ml,simple,Dépose matériaux sinistrés,16.26
Métallerie - Serrurerie,Garde-corps,Garde corps (métallique),ml,simple,Fourniture matériaux neufs,163.87
Métallerie - Serrurerie,Garde-corps,Garde corps (métallique),ml,simple,Pose matériaux neufs,12.78
Métallerie - Serrurerie,Garde-corps,Garde corps (métallique),ml,simple,Pose + fourniture,176.65
Métallerie - Serrurerie,Garde-corps,Garde corps (métallique),ml,simple,Dépose + fourniture + pose,192.91
Plomberie,Equipements divers,Receveur de douche,U,simple,Dépose matériaux sinistrés,0.38
Plomberie,Equipements divers,Receveur de douche,U,simple,Fourniture matériaux neufs,71.88
Plomberie,Equipements divers,Receveur de douche,U,simple,Pose matériaux neufs,20.73
Plomberie,Equipements divers,Receveur de douche,U,simple,Pose + fourniture,92.61
Plomberie,Equipements divers,Receveur de douche,U,simple,Dépose + fourniture + pose,92.98
Plomberie,Equipements divers,Robinetterie de douche,U,simple,Dépose matériaux sinistrés,2.22
Plomberie,Equipements divers,Robinetterie de douche,U,simple,Fourniture matériaux neufs,19.1
Plomberie,Equipements divers,Robinetterie de douche,U,simple,Pose matériaux neufs,1.25
Plomberie,Equipements divers,Robinetterie de douche,U,simple,Pose + fourniture,20.34
Plomberie,Equipements divers,Robinetterie de douche,U,simple,Dépose + fourniture + pose,22.56
Plomberie,Equipements divers,Paroi de douche,m²,simple,Dépose matériaux sinistrés,1.43
Plomberie,Equipements divers,Paroi de douche,m²,simple,Fourniture matériaux neufs,45.42
Plomberie,Equipements divers,Paroi de douche,m²,simple,Pose matériaux neufs,7.33
Plomberie,Equipements divers,Paroi de douche,m²,simple,Pose + fourniture,52.76
Plomberie,Equipements divers,Paroi de douche,m²,simple,Dépose + fourniture + pose,54.19
Plomberie,Equipements divers,Douche à l'italienne + étanch. + carrelage,m²,composée,Dépose matériaux sinistrés,5.66
Plomberie,Equipements divers,Douche à l'italienne + étanch. + carrelage,m²,composée,Fourniture matériaux neufs,65.12
Plomberie,Equipements divers,Douche à l'italienne + étanch. + carrelage,m²,composée,Pose matériaux neufs,15.85
Plomberie,Equipements divers,Douche à l'italienne + étanch. + carrelage,m²,composée,Pose + fourniture,80.97
Plomberie,Equipements divers,Douche à l'italienne + étanch. + carrelage,m²,composée,Dépose + fourniture + pose,86.63
Plomberie,Equipements divers,Siphon douche,U,simple,Dépose matériaux sinistrés,0.47
Plomberie,Equipements divers,Siphon douche,U,simple,Fourniture matériaux neufs,22.75
Plomberie,Equipements divers,Siphon douche,U,simple,Pose matériaux neufs,1.68
Plomberie,Equipements divers,Siphon douche,U,simple,Pose + fourniture,24.43
Plomberie,Equipements divers,Siphon douche,U,simple,Dépose + fourniture + pose,24.91
Plomberie,Equipements divers,Habillage bac de douche + faience,m²,composée,Dépose matériaux sinistrés,5.66
Plomberie,Equipements divers,Habillage bac de douche + faience,m²,composée,Fourniture matériaux neufs,65.12
Plomberie,Equipements divers,Habillage bac de douche + faience,m²,composée,Pose matériaux neufs,15.85
Plomberie,Equipements divers,Habillage bac de douche + faience,m²,composée,Pose + fourniture,80.97
Plomberie,Equipements divers,Habillage bac de douche + faience,m²,composée,Dépose + fourniture + pose,86.63
Plomberie,Equipements divers,Trappe de visite simple douche (y/c toutes sujétions),m²,simple,Dépose matériaux sinistrés,4.34
Plomberie,Equipements divers,Trappe de visite simple douche (y/c toutes sujétions),m²,simple,Fourniture matériaux neufs,81.26
Plomberie,Equipements divers,Trappe de visite simple douche (y/c toutes sujétions),m²,simple,Pose matériaux neufs,6.3
Plomberie,Equipements divers,Trappe de visite simple douche (y/c toutes sujétions),m²,simple,Pose + fourniture,87.56
Plomberie,Equipements divers,Trappe de visite simple douche (y/c toutes sujétions),m²,simple,Dépose + fourniture + pose,91.9
Plomberie,Equipements divers,Baignoire acrylique,U,simple,Dépose matériaux sinistrés,2.04
Plomberie,Equipements divers,Baignoire acrylique,U,simple,Fourniture matériaux neufs,193.77
Plomberie,Equipements divers,Baignoire acrylique,U,simple,Pose matériaux neufs,9.58
Plomberie,Equipements divers,Baignoire acrylique,U,simple,Pose + fourniture,203.35
Plomberie,Equipements divers,Baignoire acrylique,U,simple,Dépose + fourniture + pose,205.39
Plomberie,Equipements divers,Baignoire fonte,U,simple,Dépose matériaux sinistrés,53.85
Plomberie,Equipements divers,Baignoire fonte,U,simple,Fourniture matériaux neufs,537.29
Plomberie,Equipements divers,Baignoire fonte,U,simple,Pose matériaux neufs,56.03
Plomberie,Equipements divers,Baignoire fonte,U,simple,Pose + fourniture,593.32
Plomberie,Equipements divers,Baignoire fonte,U,simple,Dépose + fourniture + pose,647.18
Plomberie,Equipements divers,Baignoire mélaminé,m²,simple,Dépose matériaux sinistrés,1.55
Plomberie,Equipements divers,Baignoire mélaminé,m²,simple,Fourniture matériaux neufs,3.16
Plomberie,Equipements divers,Baignoire mélaminé,m²,simple,Pose matériaux neufs,2.1
Plomberie,Equipements divers,Baignoire mélaminé,m²,simple,Pose + fourniture,5.27
Plomberie,Equipements divers,Baignoire mélaminé,m²,simple,Dépose + fourniture + pose,6.81
Plomberie,Equipements divers,Robinetterie baignoire,U,simple,Dépose matériaux sinistrés,2.22
Plomberie,Equipements divers,Robinetterie baignoire,U,simple,Fourniture matériaux neufs,19.1
Plomberie,Equipements divers,Robinetterie baignoire,U,simple,Pose matériaux neufs,1.25
Plomberie,Equipements divers,Robinetterie baignoire,U,simple,Pose + fourniture,20.34
Plomberie,Equipements divers,Robinetterie baignoire,U,simple,Dépose + fourniture + pose,22.56
Plomberie,Equipements divers,Siphon baignoire,U,simple,Dépose matériaux sinistrés,0.47
Plomberie,Equipements divers,Siphon baignoire,U,simple,Fourniture matériaux neufs,22.75
Plomberie,Equipements divers,Siphon baignoire,U,simple,Pose matériaux neufs,1.68
Plomberie,Equipements divers,Siphon baignoire,U,simple,Pose + fourniture,24.43
Plomberie,Equipements divers,Siphon baignoire,U,simple,Dépose + fourniture + pose,24.91
Plomberie,Equipements divers,Tablier baignoire type Wedi + faience et trappe de visite,m²,composée,Dépose matériaux sinistrés,7.63
